sentence,adjectives,transparency,polarity,negation,gender,roberta_large_sentence_surprisal,bert_large_cased_sentence_surprisal,xlnet_large_cased_sentence_surprisal,gpt2_large_sentence_surprisal
He is successful. She too is unsuccessful.,successful-unsuccessful,y,pm,n,mf,13.33794022,8.990264893,119.7658386,36.36855316
He is unsuccessful. She too is successful.,successful-unsuccessful,y,mp,n,mf,15.18182755,11.8025713,113.0668716,36.12516403
He is not successful. She too is successful.,successful-unsuccessful,y,pp,y,mf,18.08280945,12.20670509,99.31397247,38.26699066
He is not unsuccessful. She too is unsuccessful.,successful-unsuccessful,y,mm,y,mf,14.25788879,15.25622654,110.1010666,43.5488205
He is not successful. She too is unsuccessful.,successful-unsuccessful,y,pm,y,mf,7.517547607,9.757439613,109.21875,37.88331223
He is not unsuccessful. She too is successful.,successful-unsuccessful,y,mp,y,mf,19.23761749,16.33882999,114.6764145,41.64154434
She is successful. He too is successful.,successful-unsuccessful,y,pp,n,fm,2.3516922,4.513010025,105.2620926,31.26238823
She is unsuccessful. He too is unsuccessful.,successful-unsuccessful,y,mm,n,fm,2.455631256,5.752669334,124.7486725,35.79748535
She is successful. He too is unsuccessful.,successful-unsuccessful,y,pm,n,fm,12.139328,8.004768372,107.1701965,36.63333893
She is unsuccessful. He too is successful.,successful-unsuccessful,y,mp,n,fm,14.39043045,10.98174667,116.2771988,36.54557037
She is not successful. He too is successful.,successful-unsuccessful,y,pp,y,fm,16.82394791,10.94936943,108.9093628,37.75261688
She is not unsuccessful. He too is unsuccessful.,successful-unsuccessful,y,mm,y,fm,14.12366867,14.35998154,116.7834549,42.8854599
She is not successful. He too is unsuccessful.,successful-unsuccessful,y,pm,y,fm,8.178569794,8.313150406,107.8590088,37.24792862
She is not unsuccessful. He too is successful.,successful-unsuccessful,y,mp,y,fm,18.77941132,15.42621517,116.4863129,41.06891632
He is truthful. She too is truthful.,truthful-untruthful,y,pp,n,mf,4.858890533,6.223330498,151.7160187,33.90119934
He is untruthful. She too is untruthful.,truthful-untruthful,y,mm,n,mf,3.33770752,5.187509537,192.5503998,35.54491806
He is truthful. She too is untruthful.,truthful-untruthful,y,pm,n,mf,11.67646027,7.078207016,162.765976,39.09313583
He is untruthful. She too is truthful.,truthful-untruthful,y,mp,n,mf,11.82901382,9.152760506,167.3572235,38.7604332
He is not truthful. She too is truthful.,truthful-untruthful,y,pp,y,mf,22.07332993,9.007076263,147.2473602,39.48027039
He is not untruthful. She too is untruthful.,truthful-untruthful,y,mm,y,mf,10.04661942,9.786248207,186.5200195,42.51917648
He is not truthful. She too is untruthful.,truthful-untruthful,y,pm,y,mf,10.59810638,11.16176414,163.6322021,39.7817688
He is not untruthful. She too is truthful.,truthful-untruthful,y,mp,y,mf,12.87726212,15.62397766,164.1369019,42.45164108
She is truthful. He too is truthful.,truthful-untruthful,y,pp,n,fm,5.336418152,5.596503258,156.7159119,34.62878418
She is untruthful. He too is untruthful.,truthful-untruthful,y,mm,n,fm,3.094089508,4.165717125,176.9803772,35.21938324
She is truthful. He too is untruthful.,truthful-untruthful,y,pm,n,fm,12.78950882,6.041424751,168.90242,39.68423462
She is untruthful. He too is truthful.,truthful-untruthful,y,mp,n,fm,10.96034622,8.276612282,170.2745514,38.54374695
She is not truthful. He too is truthful.,truthful-untruthful,y,pp,y,fm,21.84732437,8.32699585,144.9491425,38.96964645
She is not untruthful. He too is untruthful.,truthful-untruthful,y,mm,y,fm,10.3657341,8.463448524,183.5735474,42.73683167
She is not truthful. He too is untruthful.,truthful-untruthful,y,pm,y,fm,12.09386444,9.831998825,159.6884766,39.31549454
She is not untruthful. He too is truthful.,truthful-untruthful,y,mp,y,fm,12.95537567,13.92494869,161.5434113,42.61808777
He is perfect. She too is perfect.,perfect-imperfect,y,pp,n,mf,4.990882874,8.339277267,125.3705444,28.26317596
He is imperfect. She too is imperfect.,perfect-imperfect,y,mm,n,mf,4.825889587,5.778120995,127.149559,31.68456268
He is perfect. She too is imperfect.,perfect-imperfect,y,pm,n,mf,17.13529968,6.434311867,125.223053,34.82593155
He is imperfect. She too is perfect.,perfect-imperfect,y,mp,n,mf,16.86418152,7.077033997,123.6166,36.51176453
He is not perfect. She too is perfect.,perfect-imperfect,y,pp,y,mf,16.53643036,9.612514496,114.5534286,35.6558342
He is not imperfect. She too is imperfect.,perfect-imperfect,y,mm,y,mf,18.81343842,8.97673893,117.6210175,38.00096893
He is not perfect. She too is imperfect.,perfect-imperfect,y,pm,y,mf,9.419502258,7.737016678,123.7378235,32.0221405
He is not imperfect. She too is perfect.,perfect-imperfect,y,mp,y,mf,21.38388443,11.48739624,123.9473495,39.6942749
She is perfect. He too is perfect.,perfect-imperfect,y,pp,n,fm,3.823963165,7.808131218,105.9754791,29.21027184
She is imperfect. He too is imperfect.,perfect-imperfect,y,mm,n,fm,3.883800507,5.238999367,116.8925705,31.74288177
She is perfect. He too is imperfect.,perfect-imperfect,y,pm,n,fm,15.37013245,5.415813446,126.3710938,35.42549133
She is imperfect. He too is perfect.,perfect-imperfect,y,mp,n,fm,16.68085861,6.725491524,115.3915024,36.9290657
She is not perfect. He too is perfect.,perfect-imperfect,y,pp,y,fm,15.59177017,9.406755447,113.7455597,36.45873642
She is not imperfect. He too is imperfect.,perfect-imperfect,y,mm,y,fm,17.51675034,7.976372719,117.212616,37.74076843
She is not perfect. He too is imperfect.,perfect-imperfect,y,pm,y,fm,9.627059937,6.897968292,123.5480042,32.58000183
She is not imperfect. He too is perfect.,perfect-imperfect,y,mp,y,fm,22.93969727,10.60794544,121.0830917,40.32727051
He is brave. She too is brave.,brave-cowardly,n,pp,n,mf,4.849639893,7.886279106,122.4507065,29.472332
He is cowardly. She too is cowardly.,brave-cowardly,n,mm,n,mf,6.0534935,6.064003944,151.7040253,34.40696716
He is brave. She too is cowardly.,brave-cowardly,n,pm,n,mf,28.58362198,15.13071251,138.9548492,36.88005829
He is cowardly. She too is brave.,brave-cowardly,n,mp,n,mf,26.54286575,13.74299335,143.3943176,37.12522888
He is not brave. She too is brave.,brave-cowardly,n,pp,y,mf,19.37542343,14.75640678,114.8455048,36.43331909
He is not cowardly. She too is cowardly.,brave-cowardly,n,mm,y,mf,17.1868782,9.05538559,153.8642273,41.9327774
He is not brave. She too is cowardly.,brave-cowardly,n,pm,y,mf,22.68011093,19.67236233,144.1295013,37.92403793
He is not cowardly. She too is brave.,brave-cowardly,n,mp,y,mf,22.15670395,17.25428677,156.2857666,39.25627136
She is brave. He too is brave.,brave-cowardly,n,pp,n,fm,3.845298767,6.172384262,112.085144,29.43207169
She is cowardly. He too is cowardly.,brave-cowardly,n,mm,n,fm,6.37689209,4.697550774,159.416275,34.43074799
She is brave. He too is cowardly.,brave-cowardly,n,pm,n,fm,25.13899231,10.88198948,152.924408,36.40601349
She is cowardly. He too is brave.,brave-cowardly,n,mp,n,fm,29.58631897,14.93215084,144.5875397,37.6289978
She is not brave. He too is brave.,brave-cowardly,n,pp,y,fm,19.88700104,13.95664787,105.6416626,37.29296112
She is not cowardly. He too is cowardly.,brave-cowardly,n,mm,y,fm,16.46956253,7.585590363,150.3965759,42.08564758
She is not brave. He too is cowardly.,brave-cowardly,n,pm,y,fm,21.70619583,16.12985516,137.4881592,38.35233307
She is not cowardly. He too is brave.,brave-cowardly,n,mp,y,fm,20.87437439,16.86919641,151.2794495,40.0777092
He is courageous. She too is courageous.,courageous-cowardly,n,pp,n,mf,4.948661804,6.615984917,122.199646,32.8137207
He is cowardly. She too is cowardly.,courageous-cowardly,n,mm,n,mf,6.0534935,6.064003944,151.7040253,34.40696716
He is courageous. She too is cowardly.,courageous-cowardly,n,pm,n,mf,27.5295639,12.06424999,133.1626282,39.23919678
He is cowardly. She too is courageous.,courageous-cowardly,n,mp,n,mf,24.65201187,10.93993187,144.2874298,37.45518112
He is not courageous. She too is courageous.,courageous-cowardly,n,pp,y,mf,25.96125031,10.60816383,119.6847458,38.92724991
He is not cowardly. She too is cowardly.,courageous-cowardly,n,mm,y,mf,17.1868782,9.05538559,153.8642273,41.9327774
He is not courageous. She too is cowardly.,courageous-cowardly,n,pm,y,mf,22.36013794,17.07007122,150.6023712,38.88216019
He is not cowardly. She too is courageous.,courageous-cowardly,n,mp,y,mf,23.85998154,15.03036308,150.6508942,39.72504044
She is courageous. He too is courageous.,courageous-cowardly,n,pp,n,fm,3.866493225,4.61104393,127.2369537,32.83340073
She is cowardly. He too is cowardly.,courageous-cowardly,n,mm,n,fm,6.37689209,4.697550774,159.416275,34.43074799
She is courageous. He too is cowardly.,courageous-cowardly,n,pm,n,fm,25.056427,8.078224182,144.1921997,39.16358948
She is cowardly. He too is courageous.,courageous-cowardly,n,mp,n,fm,27.44567108,11.68585014,141.789032,38.08167267
She is not courageous. He too is courageous.,courageous-cowardly,n,pp,y,fm,25.55794907,9.445277214,122.7033081,39.76776886
She is not cowardly. He too is cowardly.,courageous-cowardly,n,mm,y,fm,16.46956253,7.585590363,150.3965759,42.08564758
She is not courageous. He too is cowardly.,courageous-cowardly,n,pm,y,fm,21.45571136,14.79372692,141.1093292,39.74059296
She is not cowardly. He too is courageous.,courageous-cowardly,n,mp,y,fm,21.42221451,14.2805624,150.5856171,40.51343918
He is relaxed. She too is relaxed.,relaxed-nervous,n,pp,n,mf,3.175476074,7.281167984,105.7551956,32.48292542
He is nervous. She too is nervous.,relaxed-nervous,n,mm,n,mf,2.592391968,5.89952755,124.5351715,28.7478981
He is relaxed. She too is nervous.,relaxed-nervous,n,pm,n,mf,23.88484955,20.28619528,138.7074432,37.04180527
He is nervous. She too is relaxed.,relaxed-nervous,n,mp,n,mf,22.92969131,23.25784683,128.8947296,36.19564056
He is not relaxed. She too is relaxed.,relaxed-nervous,n,pp,y,mf,23.48654938,15.71141911,121.836792,39.54581833
He is not nervous. She too is nervous.,relaxed-nervous,n,mm,y,mf,17.79823303,13.59016705,128.7673187,36.53847885
He is not relaxed. She too is nervous.,relaxed-nervous,n,pm,y,mf,17.97747421,20.64175701,150.4796906,37.85687637
He is not nervous. She too is relaxed.,relaxed-nervous,n,mp,y,mf,12.68278503,23.27076435,131.9479675,37.91102219
She is relaxed. He too is relaxed.,relaxed-nervous,n,pp,n,fm,2.861923218,5.308389664,111.1213531,32.13962555
She is nervous. He too is nervous.,relaxed-nervous,n,mm,n,fm,2.603897095,5.490023613,127.5146103,28.82977104
She is relaxed. He too is nervous.,relaxed-nervous,n,pm,n,fm,25.43630219,20.84902,136.6257629,37.03299713
She is nervous. He too is relaxed.,relaxed-nervous,n,mp,n,fm,24.00301743,20.88038969,128.6800842,36.08697891
She is not relaxed. He too is relaxed.,relaxed-nervous,n,pp,y,fm,24.10634613,16.02681637,120.7573853,39.18663788
She is not nervous. He too is nervous.,relaxed-nervous,n,mm,y,fm,19.45735931,13.52140999,109.9359818,37.02536774
She is not relaxed. He too is nervous.,relaxed-nervous,n,pm,y,fm,19.59782791,22.89553833,139.9121399,37.94034958
She is not nervous. He too is relaxed.,relaxed-nervous,n,mp,y,fm,14.26256561,21.33247852,113.1569595,38.62595367
He is efficient. She too is efficient.,efficient-inefficient,y,pp,n,mf,3.996322632,8.690378189,120.1092377,36.13982391
He is inefficient. She too is inefficient.,efficient-inefficient,y,mm,n,mf,5.119853973,5.360992432,131.5191956,36.90838623
He is efficient. She too is inefficient.,efficient-inefficient,y,pm,n,mf,15.1812439,8.940648079,132.8133545,40.7387886
He is inefficient. She too is efficient.,efficient-inefficient,y,mp,n,mf,15.97925949,11.80977631,120.676239,38.8802948
He is not efficient. She too is efficient.,efficient-inefficient,y,pp,y,mf,19.63315582,17.4487009,123.0186539,40.2673111
He is not inefficient. She too is inefficient.,efficient-inefficient,y,mm,y,mf,18.14424896,11.23980427,139.8595123,43.39241791
He is not efficient. She too is inefficient.,efficient-inefficient,y,pm,y,mf,13.84569168,15.54662037,132.4454041,39.5582428
He is not inefficient. She too is efficient.,efficient-inefficient,y,mp,y,mf,17.77826691,20.13055325,129.0124359,41.92857361
She is efficient. He too is efficient.,efficient-inefficient,y,pp,n,fm,4.259941101,7.64776516,107.0578766,34.45713425
She is inefficient. He too is inefficient.,efficient-inefficient,y,mm,n,fm,5.767227173,4.372247696,135.3240662,35.25915527
She is efficient. He too is inefficient.,efficient-inefficient,y,pm,n,fm,13.25008774,8.414704323,130.5163269,39.18151093
She is inefficient. He too is efficient.,efficient-inefficient,y,mp,n,fm,16.57564545,11.64298248,116.2169189,37.57455444
She is not efficient. He too is efficient.,efficient-inefficient,y,pp,y,fm,20.05290222,17.04929543,104.8268661,39.69204712
She is not inefficient. He too is inefficient.,efficient-inefficient,y,mm,y,fm,21.33412552,9.753930092,140.2769012,42.87037659
She is not efficient. He too is inefficient.,efficient-inefficient,y,pm,y,fm,17.26722717,15.64449406,117.8389511,38.80771637
She is not inefficient. He too is efficient.,efficient-inefficient,y,mp,y,fm,20.4756546,18.70216084,131.5702209,41.68638992
He is effective. She too is effective.,effective-ineffective,y,pp,n,mf,4.75107193,7.826270103,124.760849,35.40607071
He is ineffective. She too is ineffective.,effective-ineffective,y,mm,n,mf,5.008857727,9.731415749,119.930481,36.6363678
He is effective. She too is ineffective.,effective-ineffective,y,pm,n,mf,17.61477661,13.63944054,124.0719757,39.31509781
He is ineffective. She too is effective.,effective-ineffective,y,mp,n,mf,16.76048279,16.13699389,119.2641525,39.5684967
He is not effective. She too is effective.,effective-ineffective,y,pp,y,mf,19.66529083,21.53469038,125.4290237,41.10543823
He is not ineffective. She too is ineffective.,effective-ineffective,y,mm,y,mf,15.81835938,22.6579771,116.192421,42.94206619
He is not effective. She too is ineffective.,effective-ineffective,y,pm,y,mf,8.909511566,17.99969673,119.5438232,39.38535309
He is not ineffective. She too is effective.,effective-ineffective,y,mp,y,mf,18.75042343,24.16699648,121.9790344,42.39219666
She is effective. He too is effective.,effective-ineffective,y,pp,n,fm,5.12663269,7.120570183,112.8799438,33.53258896
She is ineffective. He too is ineffective.,effective-ineffective,y,mm,n,fm,6.042072296,8.023874283,117.0843964,34.83441544
She is effective. He too is ineffective.,effective-ineffective,y,pm,n,fm,15.98184204,11.92667389,115.5864334,37.50325394
She is ineffective. He too is effective.,effective-ineffective,y,mp,n,fm,16.53008652,14.82083225,122.3089294,37.90459061
She is not effective. He too is effective.,effective-ineffective,y,pp,y,fm,18.6243782,20.58230543,99.63768768,40.1037178
She is not ineffective. He too is ineffective.,effective-ineffective,y,mm,y,fm,16.3508606,20.45677471,112.8555756,42.48432541
She is not effective. He too is ineffective.,effective-ineffective,y,pm,y,fm,10.40761566,16.59906101,113.7194672,38.24284363
She is not ineffective. He too is effective.,effective-ineffective,y,mp,y,fm,19.14459229,22.37767124,98.74511719,42.00870895
He is attentive. She too is attentive.,attentive-inattentive,y,pp,n,mf,2.600570679,5.111730576,127.4910202,35.38761139
He is inattentive. She too is inattentive.,attentive-inattentive,y,mm,n,mf,3.233032227,5.634054184,178.8464813,38.92862701
He is attentive. She too is inattentive.,attentive-inattentive,y,pm,n,mf,10.03799057,6.106373787,162.4970551,41.48971558
He is inattentive. She too is attentive.,attentive-inattentive,y,mp,n,mf,9.644481659,6.475950241,159.0727386,44.51124191
He is not attentive. She too is attentive.,attentive-inattentive,y,pp,y,mf,20.89979553,9.413993835,123.6684265,41.91069412
He is not inattentive. She too is inattentive.,attentive-inattentive,y,mm,y,mf,10.27569199,9.842253685,201.8444824,42.0291748
He is not attentive. She too is inattentive.,attentive-inattentive,y,pm,y,mf,8.247138977,12.09496021,153.6737061,43.54839325
He is not inattentive. She too is attentive.,attentive-inattentive,y,mp,y,mf,10.7030983,13.61374187,172.8547668,44.58016968
She is attentive. He too is attentive.,attentive-inattentive,y,pp,n,fm,2.663734436,4.469782829,121.4219208,35.65287399
She is inattentive. He too is inattentive.,attentive-inattentive,y,mm,n,fm,3.143196106,4.715334892,171.638916,39.12856293
She is attentive. He too is inattentive.,attentive-inattentive,y,pm,n,fm,9.871189117,5.707634926,148.5580139,41.5719223
She is inattentive. He too is attentive.,attentive-inattentive,y,mp,n,fm,9.182872772,6.189891815,150.0221252,44.35017395
